Kapitelnummer,Position im Kapitel,work id,Datum (Korrekturhilfe),Dateipfad (Korrekturhilfe)
2.3,,,,
,10,work00159,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/001_DERFREMDEstörenfried.xml
,20,work00320,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/002_einschöneserlebnismi.xml
,30,work00880,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/003_Paula1974.xml
,40,work00218,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/004_DieBienenkönige.xml
,50,work00111,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/005_DasimPrinzipsinnlose.xml
,60,work00202,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/006_DerWald1985.xml
,70,work00063,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/007_BegierdeFahrerlaubni.xml
,80,work00471,,/korrigiert/bd1/002_ÜbersetzteWerke/003_Kurzprosa/008_ImGrünen1988.xml
2.4.1-01,,,,
,10,work01213,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/001_Drami.xml
,20,work01212,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/002_Vstrani.xml
,30,work01214,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/003_NoviDrami.xml
2.4.1-02,,,,
,10,work01215,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/004_NaLaLiKaiZhangFuYiHo.xml
2.4.1-03,,,,
,10,work01216,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/005_HnDunrBiSShn.xml
2.4.1-04,,,,
,10,work01217,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/006_ChargesTheSupplicant.xml
,20,work01218,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/007_ThreePlaysRechnitzTh.xml
2.4.1-05,,,,
,10,work01219,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/008_Dsirpermisdeconduire.xml
2.4.1-06,,,,
,10,work01221,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/009_SportUnapiceFaniente.xml
2.4.1-07,,,,
,10,work01222,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/010_WakarenoKotobasanpen.xml
,20,work01223,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/011_Hikarinonai.xml
2.4.1-08,,,,
,10,work01224,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/012_noraclaraszajazd.xml
2.4.1-09,,,,
,10,work01225,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/013_Klara.xml
,20,work01228,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/014_BolezniliSovremennye.xml
,30,work01227,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/015_Posochpalkaipala.xml
2.4.1-10,,,,
,10,work01220,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/016_HRY.xml
2.4.1-11,,,,
,10,work01226,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/017_KlraSNemocanebModern.xml
,20,work01231,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/018_Sbohem3maldramata.xml
,30,work01233,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/019_BambilandBabylon.xml
,40,work01234,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/020_NevadiMalatrilogie.xml
,50,work01232,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/001_Sammelbände/021_TiDivadelnHryObchodn.xml
2.4.2,,,,
,10,work01071,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/001_WasgeschahnachdemNor.xml
,20,work00088,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/002_ClaraS1982.xml
,30,work00083,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/003_Burgtheater1982.xml
,40,work00547,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/004_KrankheitoderModerne.xml
,50,work00889,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/005_PräsidentAbendwind19.xml
,60,work00203,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/006_DerWald1987.xml
,70,work01111,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/007_WolkenHeim1988.xml
,80,work00991,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/008_Totenauberg1992.xml
,90,work00900,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/009_RaststätteoderSiemac.xml
,100,work00966,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/010_SteckenStabundStangl.xml
,110,work00321,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/011_EinSportstück1998.xml
,120,work00363,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/012_ernichtalser1998.xml
,130,work00123,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/013_DasSchweigen2000.xml
,140,work00113,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/014_DasLebewohlLesAdieux.xml
,150,work00546,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/016_KörperundFrauClaudia.xml
,160,work00484,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/017_IndenAlpen2002.xml
,170,work00132,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/024_DasWerk2003.xml
,180,work00059,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/025_Bambiland2003.xml
,190,work00056,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/026_Babel2005.xml
,200,work01010,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/027_UlrikeMariaStuart200.xml
,210,work01006,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/028_ÜberTiere2007.xml
,220,work00904,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/029_RechnitzDerWürgeenge.xml
,230,work00253,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/030_DieKontraktedesKaufm.xml
,240,work00006,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/031_Abraumhalde.xml
,250,work01100,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/032_Winterreise2011.xml
,260,work00379,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/034_FaustInandout2012.xml
,270,work00928,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/035_SchattenEurydikesagt.xml
,280,work00912,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/036_ReinGold2012.xml
,290,work00971,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/039_StrahlendeVerfolger2.xml
,300,work00114,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/041_DasLichtimKastenStra.xml
,310,work00024,,/korrigiert/bd1/002_ÜbersetzteWerke/004_Theatertexte/002_EinzelneTheatertexte/042_AmKönigsweg2017.xml
2.5,,,,
,10,work01080,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/001_wenndiesonnesinktist.xml
,20,work00404,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/002_FürdenFunkdramatisie.xml
,30,work00217,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/003_DieBienenkönige1976.xml
,40,work00509,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/004_Jelka1977.xml
,50,work00394,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/005_FrauenliebeMännerleb.xml
,60,work00468,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/006_Ikarus2004.xml
,70,work00613,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/007_Moosbruggerwillnicht.xml
,80,work00958,,/korrigiert/bd1/002_ÜbersetzteWerke/005_TextefürHörspiele/008_Sportchor2006.xml
2.6,,,,
,10,work00582,,/korrigiert/bd1/002_ÜbersetzteWerke/006_DrehbücherundTextefürFilme/001_Malina1991.xml
2.7,,,,
,10,work01025,,/korrigiert/bd1/002_ÜbersetzteWerke/007_Libretti/001_UnruhigesWohnen1991.xml
3.1,,,,
,10,interview_0075,3.9.1976,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0075.xml
,20,interview_0086,28.9.1984,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0086.xml
,30,interview_0093,1985,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0093.xml
,40,interview_0088,1985,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0088.xml
,50,interview_0097,11.3.1986,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0097.xml
,60,interview_0081,31.10.1986,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0081.xml
,70,interview_0087,1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0087.xml
,80,interview_0095,1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0095.xml
,90,interview_0092,8.9.1988,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0092.xml
,100,interview_0082,1989,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0082.xml
,110,interview_0077,1989,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0077.xml
,120,interview_0090,3.9.1989,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0090.xml
,130,interview_0098,1990,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0098.xml
,140,interview_0084,22.6.1990,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0084.xml
,150,interview_0094,1991,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0094.xml
,160,interview_0061,1991,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0061.xml
,170,interview_0023,1992,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0023.xml
,180,interview_0085,18.12.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0085.xml
,190,interview_0078,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0078.xml
,200,interview_0047,23.2.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0047.xml
,210,interview_0080,29.6.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0080.xml
,220,interview_0091,8.10.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0091.xml
,230,interview_0083,2006,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0083.xml
,240,interview_0076,2007,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0076.xml
,250,interview_0074,2010,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0074.xml
,260,interview_0096,20.2.2010,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0096.xml
,270,interview_0079,2011,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0079.xml
,280,interview_0089,2013,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0089.xml
,290,interview_0099,2020,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0099.xml
3.2.1.1,,,,
,10,interview_0429,Kein Datum!,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0429.xml
,20,interview_0416,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0416.xml
,30,interview_0420,9./10.10. 2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0420.xml
,40,interview_0410,9./10.10. 2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0410.xml
,50,interview_0421,10.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0421.xml
,60,interview_0431,10.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0431.xml
,70,interview_0428,11.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0428.xml
,80,interview_0409,13.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0409.xml
,90,interview_0426,14.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0426.xml
,100,interview_0419,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0419.xml
,110,interview_0430,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0430.xml
,120,interview_0433,November 2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0433.xml
,130,interview_0413,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0413.xml
,140,interview_0432,4.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0432.xml
,150,interview_0411,8.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0411.xml
,160,interview_0408,12.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0408.xml
,170,interview_0425,25.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0425.xml
,180,interview_0418,2.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0418.xml
,190,interview_0422,2.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0422.xml
,200,interview_0414,8.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0414.xml
,210,interview_0424,9.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0424.xml
,220,interview_0423,10.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0423.xml
,230,interview_0412,9.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0412.xml
,240,interview_0417,22.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0417.xml
,250,interview_0415,22.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0415.xml
,260,interview_0427,25.1.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0427.xml
,270,interview_0091,8.10.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0091.xml
3.2.1.2,,,,
,10,interview_0458,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0458.xml
,20,interview_0457,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0457.xml
,30,interview_0434,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0434.xml
,40,interview_0459,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0459.xml
,50,interview_0456,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0456.xml
,60,interview_0449,8.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0449.xml
,70,interview_0446,9.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0446.xml
,80,interview_0435,10.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0435.xml
,90,interview_0451,15.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0451.xml
,100,interview_0437,17.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0437.xml
,110,interview_0438,21.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0438.xml
,120,interview_0454,23.10.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0454.xml
,130,interview_0433,November 2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0433.xml
,140,interview_0453,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0453.xml
,150,interview_0443,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0443.xml
,160,interview_0444,3.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0444.xml
,170,interview_0436,9.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0436.xml
,180,interview_0445,21.11.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0445.xml
,190,interview_0439,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0439.xml
,200,interview_0447,1.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0447.xml
,210,interview_0452,4.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0452.xml
,220,interview_0440,5.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0440.xml
,230,interview_0448,6.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0448.xml
,240,interview_0442,9.12.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0442.xml
,250,interview_0450,2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0450.xml
,260,interview_0441,2007,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0441.xml
,270,interview_0460,,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0460.xml
,280,interview_0455,5.10.2014,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0455.xml
3.2.2,,,,
,10,interview_0036,17.5.1969,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0036.xml
,20,interview_0213,3./4.3. 1984,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0213.xml
,30,interview_0406,24.8.1986,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0406.xml
,40,interview_0399,15.10.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0399.xml
,50,interview_0407,16.10.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0407.xml
,60,interview_0404,17.10.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0404.xml
,70,interview_0405,7.5.2002,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0405.xml
,80,interview_0117,31.10.2003,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0117.xml
,90,interview_0395,28.2.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0395.xml
,100,interview_0011,30.4.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0011.xml
,110,interview_0240,4.6.2009,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0240.xml
3.3,,,,
,10,interview_0065,1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0065.xml
,20,interview_0064,1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0064.xml
,30,interview_0063,16.7.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0063.xml
,40,interview_0007,3.8.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0007.xml
3.4,,,,
,10,interview_0378,1984,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0378.xml
,20,interview_0374,1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0374.xml
,30,interview_0403,18.4.1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0403.xml
,40,interview_0156,1989,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0156.xml
,50,interview_0401,17.2.1989,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0401.xml
,60,interview_0390,1990,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0390.xml
,70,interview_0377,1990,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0377.xml
,80,interview_0364,1991,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0364.xml
,90,interview_0373,1993,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0373.xml
,100,interview_0386,19.2.1993,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0386.xml
,110,interview_0393,24.9.1993,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0393.xml
,120,interview_0387,3.1.1994,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0387.xml
,130,interview_0385,19.1.1994,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0385.xml
,140,interview_0384,13.4.1994,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0384.xml
,150,interview_0363,10.6.1994,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0363.xml
,160,interview_0368,12.12.2008,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0368.xml
,170,interview_0391,1995,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0391.xml
,180,interview_0380,1995/96,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0380.xml
,190,interview_0394,4.4.1996,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0394.xml
,200,interview_0389,25.10.1996,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0389.xml
,210,interview_0048,1997,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0048.xml
,220,interview_0388,1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0388.xml
,230,interview_0365,3.9.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0365.xml
,240,interview_0399,15.10.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0399.xml
,250,interview_0370,23.12.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0370.xml
,260,interview_0129,1999,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0129.xml
,270,interview_0268,30.10.1999,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0268.xml
,280,interview_0049,2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0049.xml
,290,interview_0383,2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0383.xml
,300,interview_0398,2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0398.xml
,320,interview_0362,7.1.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0362.xml
,310,interview_0382,24.1.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0382.xml
,330,interview_0359,1.2.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0359.xml
,340,interview_0402,2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0402.xml
,350,interview_0210,27.2.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0210.xml
,360,interview_0379,12.3.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0379.xml
,370,interview_0396,21.6.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0396.xml
,380,interview_0367,13.7.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0367.xml
,390,interview_0167,3.8.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0167.xml
,400,interview_0375,6.11.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0375.xml
,410,interview_0400,11.1.2001,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0400.xml
,420,interview_0381,12.11.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0381.xml
,430,interview_0376,29.1.2001,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0376.xml
,440,interview_0358,8.2.2001,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0358.xml
,450,interview_0251,27.3.2003,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0251.xml
,460,interview_0392,2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0392.xml
,470,interview_0395,28.2.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0395.xml
,480,interview_0360,8.3.2005,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0360.xml
,490,interview_0083,2006,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0083.xml
,500,interview_0018,25.2.2007,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0018.xml
,510,interview_0368,12.12.2008,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0368.xml
,520,interview_0096,20.2.2010,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0096.xml
,530,interview_0371,2013,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0371.xml
,540,interview_0397,31.8.2015,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0397.xml
,550,interview_0372,23.10.2020,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0372.xml
3.5.1,,,,
,10,interview_0010,1988,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0010.xml
,20,interview_0019,1997,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0019.xml
,30,interview_0014,2001,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0014.xml
,40,interview_0011,30.4.2004,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0011.xml
,50,interview_0018,25.2.2007,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0018.xml
,60,interview_0015,2008,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0015.xml
,70,interview_0013,2012,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0013.xml
,80,interview_0017,2012,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0017.xml
,90,interview_0012,Kein Datum!,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0012.xml
,100,interview_0016,Kein Datum!,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0016.xml
3.5.2,,,,
,10,interview_0003,1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0003.xml
,20,interview_0002,1991,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0002.xml
,30,interview_0006,1992,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0006.xml
,40,interview_0009,1.10.1992,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0009.xml
,50,interview_0004,1.4.1993,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0004.xml
,60,interview_0001,1997,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0001.xml
,70,interview_0000,11.9.1997,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0000.xml
,80,interview_0007,3.8.1998,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0007.xml
,90,interview_0005,21.12.2000,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0005.xml
,100,interview_0008,2001,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0008.xml
3.5.3,,,,
,10,interview_0036,17.5.1969,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0036.xml
,20,interview_0037,1985,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0037.xml
,30,interview_0054,1986/87,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0054.xml
,40,interview_0058,1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0058.xml
,50,interview_0025,12.1.1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0025.xml
,60,interview_0041,9.2.1987,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0041.xml
,70,interview_0029,1988,/korrigiert/bd1/003_Interviews/FRBR-Works/interview_0029.xml
