Kapitelnummer,Position im Kapitel,work id,Datum (Korrekturhilfe),Dateipfad (Korrekturhilfe)
,50,work01050,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/047_VomBodenabgestoßen.xml
,60,work00626,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/048_NachrufaufElfriedeGe.xml
,70,work00191,10.4.2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/049_DerTodalseineArtLese.xml
,80,work00230,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/050_DieFlüchtige.xml
,90,work00292,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/051_DieWeltalsWilleundFr.xml
,100,work00300,2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/052_EinAbschlußOben.xml
,110,work00370,7./8.7.2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/053_Esistallesda.xml
1.10.8.1-32,,,,
,10,work00671,1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/054_ohneTitel.xml
1.10.8.1-33,,,,
,10,work00151,1980,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/035_DerewigeKrampf.xml
1.10.8.1-34,,,,
,10,work00694,1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/055_ohneTitel.xml
,20,work00175,2.10.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/056_DerletzteTigersprung.xml
,30,work00727,4.10.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/057_ohneTitel.xml
,40,work00780,11.10.2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/058_ohneTitel.xml
,50,work00577,14.4.2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/059_Literaturnobelpreist.xml
,60,work00899,20.8.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/020_Randbemerkungeineswe.xml
1.10.8.1-35,,,,
,10,work01150,2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/060_ohneTitel.xml
1.10.8.1-36,,,,
,10,work00412,29.1.1996,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/061_GeblähteBrust.xml
,20,work00422,6.5.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/062_GerechtigkeitTurrini.xml
,30,work00952,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/063_Sofortallesaufheben.xml
,40,work01200,3.5.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/064_ohneTitel.xml
,50,work00568,1.6.2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/065_Lesenunddannredenabe.xml
,60,work00490,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/066_InnehaltenInnewerden.xml
1.10.8.1-37,,,,
,10,work00663,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/007_ÖsterreichEindeutsch.xml
1.10.8.1-38,,,,
,10,work00015,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/067_Alleswasmanerringtwi.xml
1.10.8.1-39,,,,
,10,work00638,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/068_NichtshinterdemBerg.xml
1.10.8.1-40,,,,
,10,work00638,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/068_NichtshinterdemBerg.xml
,20,work01084,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/002_weristdennschonbeisi.xml
1.10.8.1-41,,,,
,10,work00707,1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/069_ohneTitel.xml
1.10.8.1-42,,,,
,10,work00381,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/070_FinsterwarsderMondsc.xml
1.10.8.1-43,,,,
,10,work00016,28.6.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/071_Alleswasnichtrechtis.xml
1.10.8.1-44,,,,
,10,work00341,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/072_ElfriedeJelineküberJ.xml
1.10.8.1-45,,,,
,10,work00446,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/073_HieristDortEinpaarÜb.xml
,20,work00017,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/074_AllzuschnellerRückla.xml
,30,work00792,5./6.1. 2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/075_ohneTitel.xml
,40,work00842,2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/076_70erJonke.xml
,50,work01171,2021,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/077_DieStraßeEsfehlenihr.xml
1.10.8.1-46,,,,
,10,work00227,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/078_DieFahrendenflüchtig.xml
1.10.8.1-47,,,,
,10,work00374,1985,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/039_EslebedasLebenvonMal.xml
1.10.8.1-48,,,,
,10,work00319,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/015_EinRegalfürFranzKafk.xml
1.10.8.1-49,,,,
,10,work00315,10.12.1996,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/079_EinGrabinNirgends.xml
,20,work00298,11.10.2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/080_dpaGlückwunsch.xml
,30,work01086,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/003_weristdennschonzuhau.xml
1.10.8.1-50,,,,
,10,work00278,1980,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/081_DieSprachedesKindes.xml
1.10.8.1-51,,,,
,10,work00909,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/005_RedederPreisträgerin.xml
,20,work01086,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/003_weristdennschonzuhau.xml
1.10.8.1-52,,,,
,10,work00238,25.2.1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/082_DieHölleeinerFrauens.xml
1.10.8.1-53,,,,
,10,work00745,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/083_ohneTitel.xml
1.10.8.1-54,,,,
,10,work00865,18.10.2019,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/084_ohneTitel.xml
1.10.8.1-55,,,,
,10,work00150,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/085_DerErmächtigsteZumTo.xml
,20,work00866,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/086_ohneTitel.xml
,30,work00867,12.5.2019,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/087_ohneTitel.xml
1.10.8.1-56,,,,
,10,work00221,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/088_DieDingeverlassenihr.xml
,20,work00479,3.4.1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/089_ImSchockdesPositiven.xml
,30,work00108,2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/090_DasGewichtderHand.xml
,40,work00178,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/091_DerPlatzanweiser.xml
,50,work00878,2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/002_SonstigeszurLiteratur/017_Palimpsest.xml
1.10.8.1-57,,,,
,10,work00809,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/092_ohneTitel.xml
,,,,
1.10.8.1-58,,,,
,10,work00472,2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/093_ImHackenSack.xml
,20,work00008,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/094_AchJürgdaskanndochni.xml
1.10.8.1-59,,,,
,10,work00346,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/011_ElseLaskerSchüler.xml
1.10.8.1-60,,,,
,10,work00110,16.9.1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/095_DasHundefell.xml
,20,work00914,3.12.1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/096_RissigeIdylle.xml
,30,work00186,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/097_DerSpringeramWerk.xml
1.10.8.1-61,,,,
,10,work00560,9.10.1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/098_LeerePlastiktüten.xml
1.10.8.1-62,,,,
,10,work01067,12.10.2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/099_Warlängstüberfällig.xml
1.10.8.1-63,,,,
,10,work00134,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/010_DasWortalsFleischver.xml
1.10.8.1-64,,,,
,10,work00799,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/100_ohneTitel.xml
1.10.8.1-65,,,,
,10,work00307,2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/101_EineistkeineZuDavidM.xml
1.10.8.1-66,,,,
,10,work00608,1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/102_MitFüsensicnachzweiS.xml
,20,work00793,12.12.2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/103_ohneTitel.xml
,30,work00499,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/104_JatiefeGefühle.xml
1.10.8.1-67,,,,
,10,work00789,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/105_ohneTitel.xml
1.10.8.1-68,,,,
,10,work00754,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/106_ohneTitel.xml
1.10.8.1-69,,,,
,10,work00676,1988,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/107_ohneTitel.xml
1.10.8.1-70,,,,
,10,work00988,1996,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/108_TodeinesSchreibers.xml
,20,work00091,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/109_Dagibtsnichtszulache.xml
1.10.8.1-71,,,,
,10,work00455,16.7.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/110_IchbewundereSieEinof.xml
1.10.8.1-72,,,,
,10,work00945,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/111_SichmitderSprachespi.xml
1.10.8.1-73,,,,
,10,work00342,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/112_ElfriedeJelinekzuMar.xml
,20,work01003,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/113_ÜberdieRänderdesPapi.xml
1.10.8.1-74,,,,
,10,work01065,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/114_Vorwort.xml
1.10.8.1-75,,,,
,10,work00843,2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/115_ohneTitel.xml
1.10.8.1-76,,,,
,10,work00146,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/116_DerBlickirrtsichimRa.xml
1.10.8.1-77,,,,
,10,work00719,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/117_ohneTitel.xml
1.10.8.1-78,,,,
,10,work00706,5.10.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/118_ohneTitel.xml
1.10.8.1-79,,,,
,10,work00466,1979,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/119_IchwerdeausganzemHer.xml
,20,work00974,1985,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/120_SylviaPlathDieGlasgl.xml
,30,work00836,7.11.2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/121_ohneTitel.xml
,40,work01082,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/004_werdenndannDerDandyW.xml
1.10.8.1-80,,,,
,10,work00630,1976,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/122_NachwortvonElfriedeJ.xml
,20,work00530,1976,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/123_keinlichtamendedestu.xml
,30,work00285,24.4.2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/124_DieuferloseParanoia.xml
1.10.8.1-81,,,,
,10,work00822,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/125_ohneTitel.xml
1.10.8.1-82,,,,
,10,work00097,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/126_DankevielmalsJederze.xml
1.10.8.1-83,,,,
,10,work00972,9.8.2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/127_SturmimHemdzuMarioRo.xml
1.10.8.1-84,,,,
,10,work00281,5.2.1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/128_DiestumpfenMesseruns.xml
1.10.8.1-85,,,,
,10,work00741,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/129_ohneTitel.xml
1.10.8.1-86,,,,
,10,work01140,2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/130_ohneTitel.xml
1.10.8.1-87,,,,
,10,work01103,1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/131_WirsindhierdieFremde.xml
,20,work00045,3.2.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/132_AufdemTierderSprache.xml
,30,work00206,29.1.2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/133_DerWegdurchdenSchnee.xml
1.10.8.1-88,,,,
,10,work00316,1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/134_EinIrrläufer.xml
,20,work00041,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/135_AnunsziehtdieneueZei.xml
1.10.8.1-89,,,,
,10,work00597,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/012_MeinSchiller.xml
1.10.8.1-90,,,,
,10,work01045,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/136_VieleWortemachenEinp.xml
1.10.8.1-91,,,,
,10,work00781,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/137_ohneTitel.xml
1.10.8.1-92,,,,
,10,work01145,2021,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/138_ohneTitel.xml
,20,work00595,7.9.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/164_MeinenBeitragalsnicht.xml
1.10.8.1-93,,,,
,10,work01154,27.3.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/139_KriegumBlitz.xml
1.10.8.1-94,,,,
,10,work00961,2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/140_SprachverbauEineWand.xml
,20,work01084,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/002_weristdennschonbeisi.xml
1.10.8.1-95,,,,
,10,work00683,1990,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/141_ohneTitel.xml
,20,work00052,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/142_AusdemWegsein.xml
,30,work01082,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/004_werdenndannDerDandyW.xml
1.10.8.1-96,,,,
,10,work01155,2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/143_DREIFRAGENANKurzinte.xml
1.10.8.1-97,,,,
,10,work01128,1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/144_ZumTodvonGeorgesSime.xml
1.10.8.1-98,,,,
,10,work00259,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/145_DieMachtundihrePreis.xml
1.10.8.1-99,,,,
,10,work00940,22.10.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/146_SeinRhythmus.xml
1.10.8.1-100,,,,
,10,work00758,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/147_ohneTitel.xml
1.10.8.1-101,,,,
,10,work00199,1980,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/148_DerTurriniPeter.xml
,20,work01016,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/149_UnbekannteBekannthei.xml
,30,work00165,20.9.2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/150_DerHerStellernichtHe.xml
1.10.8.1-102,,,,
,10,work00832,29.8.2015,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/151_ohneTitel.xml
1.10.8.1-103,,,,
,10,work00629,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/152_NachwortDasGespenstd.xml
1.10.8.1-104,,,,
,10,work00239,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/153_DieInstrumentestimme.xml
1.10.8.1-105,,,,
,10,work00355,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/154_Erhatalleszuverschen.xml
,20,work00524,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/155_KeineSchwesterTanner.xml
,30,work01074,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/156_Wassichgehörtistunge.xml
,40,work00800,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/157_ohneTitel.xml
,50,work01156,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/158_EinandresMal.xml
,60,work00635,13.6.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/005_Nichtbeisichunddochz.xml
,70,work01085,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/001_weristdennschonbeisi.xml
,80,work00717,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/004_ohneTitel.xml
1.10.8.1-106,,,,
,10,work00662,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/159_OscarWilde.xml
,20,work00762,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/005_ohneTitel.xml
1.10.8.1-107,,,,
,10,work00749,2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/160_ohneTitel.xml
1.10.8.1-108,,,,
,10,work00533,18.3.1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/161_KeinMitleiddaraufmuß.xml
1.10.8.1-109,,,,
,10,work00305,19.1.2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/162_EineAutorinwieausMar.xml
1.10.8.1-110,,,,
,10,work00631,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/163_NachwortzuTränenalle.xml
1.10.8.1-111,,,,
,10,work00631,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/163_NachwortzuTränenalle.xml
,20,work01085,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/001_weristdennschonbeisi.xml
